MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
120,RM,56.7894462,7126.53118,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Duplex,1Story,7,5,1982.825822,2004.663909,Gable,CompShg,VinylSd,VinylSd,Stone,177.2777286,Gd,TA,PConc,Gd,TA,Mn,GLQ,738.4972463,Unf,92.32547664,423.1665332,1622.220649,GasA,Ex,Y,SBrkr,1683.152701,0,33.80090609,1604.348311,1,0,2,0,2,1,Gd,6,Maj2,1,Gd,Attchd,2012.869082,RFn,2,399.435485,TA,TA,Y,241.5259598,20.30499761,0,2.645624317,10.52475177,22.27127853,,,,358.4465297,7,2008,WD,Normal,174940.9363
20,RH,,12858.40778,Pave,,IR3,Lvl,NoSeWa,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1974.633588,1972.30655,Flat,CompShg,BrkFace,Plywood,None,1.684008445,TA,TA,CBlock,Gd,Fa,Gd,ALQ,733.5107272,ALQ,936.9782153,93,1773.8705,GasA,Fa,Y,Mix,1335.121817,216.4259768,0,1772.396294,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1946.901574,RFn,2,588.3145797,Gd,TA,Y,396.3823155,5.993650735,0,0,0,22.19296036,,,,0,3,2008,WD,Normal,214984.3378
60,RL,90.71635141,14499.18282,Pave,,IR1,Lvl,AllPub,Corner,Gtl,BrDale,Norm,RRAn,1Fam,1.5Fin,7,5,1992.802664,1994.102631,Gable,Roll,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,862.1162037,,76.44624001,6.594265707,1102.918544,GasA,Po,Y,SBrkr,1088.006394,975.5326927,8.125456185,2267.128342,1,0,2,1,4,1,Gd,8,Typ,0,,Attchd,2016.91788,RFn,2,643.6776962,TA,TA,Y,72.59543517,79.25754387,54.77786608,0,0,15.68562983,,,,239.1952486,1,2010,WD,Normal,228551.9073
60,FV,75.62725079,16339.92871,Pave,,Reg,Lvl,AllPub,Inside,Sev,Somerst,PosA,Norm,1Fam,2Story,7,5,2010.37513,2021.759448,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,534.830481,Unf,89.56023499,481.8059754,608.719814,GasW,Gd,Y,SBrkr,1261.517179,861.1936655,24.00432304,1853.498765,0,0,2,1,3,1,Gd,7,Typ,0,,Basment,2019.886152,Unf,2,501.5420472,TA,TA,Y,64.77685874,67.96625429,15.57263737,2.093728212,62.09615888,0,,,,0,2,2008,WD,Abnorml,225233.4361
120,RM,,9412.573567,Pave,,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,Duplex,1Story,6,5,1991.177994,2015.090155,Gable,CompShg,VinylSd,VinylSd,BrkFace,185.3717529,Gd,TA,PConc,Gd,,Mn,GLQ,420.7084615,Unf,0,222.2334806,988.2382038,GasA,Ex,Y,SBrkr,970.3896499,150.3566113,0,464.6123997,1,0,1,0,1,1,Ex,3,Typ,0,,Attchd,2017.135625,RFn,2,368.6702082,TA,TA,Y,141.0888709,0,0,5.838820474,23.17233659,0,,GdWo,,0,5,2010,Oth,Normal,173247.1846
20,RL,77.86183702,10315.49637,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1.5Unf,5,6,1932.542542,1947.474952,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,Po,No,BLQ,424.0284887,LwQ,223.0546124,0,584.7736563,Wall,Ex,Y,SBrkr,1226.531467,0,6.008599452,1099.417021,1,0,1,0,3,1,TA,5,Mod,0,,Attchd,1962.429137,Unf,1,524.088195,,TA,Y,165.2409228,0,0,29.55383578,0,0,,GdPrv,,0,11,2009,WD,Normal,168685.7021
60,RL,51.03402058,11045.01508,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2010.752003,2001.936289,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,Slab,Gd,TA,No,GLQ,532.6188999,Rec,0,55.12191402,848.372323,GasA,Ex,Y,SBrkr,942.4243183,884.0820284,0,1186.165082,0,0,2,1,3,1,Gd,6,Typ,0,,2Types,1994.653639,Fin,2,371.3595536,TA,TA,Y,60.10745816,35.24303649,23.03411435,0,4.310798131,19.48450864,,,Othr,0,9,2008,WD,Normal,215279.0215
190,RM,72.37368848,3808.338317,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Artery,Norm,2fmCon,2Story,5,7,1933.523585,1931.026301,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,Slab,Gd,TA,Mn,Rec,567.3288168,Unf,0,507.1713763,612.2635682,GasA,TA,N,SBrkr,1008.04251,421.3498621,22.33549939,621.8982304,1,0,1,0,3,1,TA,5,Typ,1,Gd,BuiltIn,1958.734084,Unf,2,433.8261055,,Ex,Y,0,0,15.74414784,10.22630216,232.5962002,0.605838783,,MnPrv,,646.8611291,5,2006,WD,Normal,125216.743
85,RL,,12647.47665,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1990.244112,1973.9662,Gable,CompShg,HdBoard,HdBoard,None,76.97066792,TA,TA,PConc,Gd,TA,Av,ALQ,496.7958829,LwQ,152.6072473,0,634.203148,GasA,Gd,Y,SBrkr,1030.211731,117.9392448,0,1101.944216,1,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1993.594561,RFn,2,350.2655882,TA,Gd,Y,421.655537,86.92797425,3.279203232,0,3.717674622,0,,MnPrv,,183.3485787,12,2007,WD,Normal,146886.6932
50,RM,86.29731568,9629.491235,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Twnhs,2Story,6,4,1865.696963,1945.758703,Gambrel,CompShg,Wd Sdng,Other,None,125.8018199,TA,TA,BrkTil,Fa,TA,Mn,Unf,18.9456014,Unf,0,1072.076082,1360.687486,GasW,TA,Y,SBrkr,1243.332472,958.1917858,0,2462.197977,0,0,2,0,5,1,Fa,8,Typ,0,,Attchd,1906.644417,Fin,1,121.8420035,Fa,TA,N,54.97769601,57.87396185,0,14.28652877,0,0,,GdPrv,,0,5,2007,ConLw,Normal,137684.5748
20,RL,,19792.00393,Pave,,IR2,Lvl,AllPub,Corner,Sev,NAmes,PosN,Norm,1Fam,1Story,6,5,1954.670951,1970.344952,Hip,CompShg,Plywood,Plywood,None,7.332780967,Ex,TA,CBlock,Gd,TA,No,ALQ,336.6416346,LwQ,66.38421067,768.4287868,1150.883843,GasA,Fa,N,SBrkr,968.4994179,56.14058096,0,875.106908,1,0,1,1,3,1,TA,5,Typ,0,,Detchd,1950.569687,Unf,2,430.7279552,TA,TA,Y,0,266.5659361,19.95094751,0,0,8.540600573,,,,123.3595929,3,2007,WD,Normal,186808.5836
20,RL,79.00332538,8303.385965,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,1Story,7,6,2002.637258,1998.322011,Hip,CompShg,VinylSd,VinylSd,Stone,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1929.392785,2376.80141,GasA,Ex,Y,SBrkr,1864.032144,417.1600022,6.170380284,1118.793417,0,0,2,0,3,1,Gd,7,Typ,0,,BuiltIn,2004.88821,RFn,3,1003.491272,Ex,TA,Y,53.30737581,35.04162936,0,0,15.50414334,0,,,,0,6,2007,New,Partial,262433.3061
160,RL,24.15581721,2268,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2000.461108,2002.487555,Gable,CompShg,VinylSd,Wd Shng,Stone,137.2620856,Gd,TA,PConc,Gd,TA,Av,GLQ,755.6512725,Unf,0,90.91519026,825.3896526,GasA,Fa,Y,FuseA,626.8704633,918.101506,17.0428641,1628.766373,0,0,2,0,2,1,Gd,6,Typ,0,,BuiltIn,2025.462406,Fin,2,512.6231111,TA,TA,Y,5.635146772,50.537834,0,0,21.09787668,7.088557186,,,,0,7,2009,Con,Normal,192190.3429
90,RL,93.45653597,11606.87895,Grvl,,Reg,HLS,AllPub,FR3,Gtl,NAmes,PosA,Norm,Duplex,2Story,5,5,1943.931041,1956.481568,Gable,Roll,AsbShng,AsbShng,Stone,529.8744242,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,1053.999577,919.4878895,GasA,Gd,Y,FuseA,841.1224672,546.0071809,11.42786796,2051.34693,0,0,2,0,4,2,TA,10,Typ,0,,Detchd,1948.073299,Unf,2,593.4763234,TA,Fa,Y,71.64760908,8.367957676,0,0,23.91293274,14.10171032,,MnPrv,,157.1829506,7,2007,WD,Abnorml,157501.4022
50,RM,56.83470742,5490.879181,Pave,,Reg,Bnk,NoSeWa,Corner,Gtl,Blmngtn,Feedr,Norm,1Fam,1.5Fin,6,7,1977.861372,1969.246529,Gable,CompShg,ImStucc,Wd Sdng,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,244.6180079,Unf,0,180.3065716,1129.816064,GasA,Ex,Y,,1245.110783,951.2890987,16.2005771,1526.035063,0,0,2,0,3,1,TA,7,Typ,2,Gd,Basment,1963.44756,Unf,2,336.3994967,TA,TA,Y,90.2138944,55.55143855,21.80890375,0,0,0,,,,0,10,2006,COD,Normal,110567.9483
60,RL,66.4420019,16825.11724,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Twnhs,1Story,5,6,1930.628234,1944.585586,Hip,CompShg,Stucco,Stucco,None,0,TA,Fa,BrkTil,TA,TA,,Rec,836.7372814,Unf,0,529.507216,1607.7598,GasA,Ex,Y,SBrkr,894.3540012,37.16457045,0,1117.191139,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1978.465125,Unf,2,739.3524556,TA,TA,Y,211.3317719,25.74958002,29.72517427,0,0,0,,,,0,6,2006,WD,Normal,87422.83331
60,FV,70.10860898,16312.07024,Pave,Grvl,Reg,Low,AllPub,FR3,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2032.500888,2012.488421,Gambrel,Metal,VinylSd,VinylSd,None,135.0989032,TA,TA,PConc,Fa,TA,Mn,ALQ,24,Unf,51.57049767,482.1310523,693.1346646,Wall,Ex,Y,SBrkr,777.0017733,864.7752613,0,1303.621152,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1996.02536,Unf,2,583.3188046,TA,TA,Y,169,89.63121314,20.8758355,0.528254918,9.892729736,0,,,,0,6,2010,Con,Normal,275582.57
160,FV,36.85257255,4688.587141,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2024.785365,2008.247846,Hip,CompShg,MetalSd,Stone,Stone,130.4610014,Gd,TA,CBlock,Gd,TA,No,GLQ,96.38352468,Unf,0,353.9787646,954.5472029,GasA,Fa,Y,,724.0646523,982.3085927,26.06653192,1196.870691,1,0,2,1,3,1,Fa,6,Typ,0,Gd,Detchd,2010.772964,Unf,2,531.5557745,,TA,Y,0,20.31303105,0,0,8.708314534,0,Gd,,,0,3,2006,WD,Normal,249063.2335
20,RL,65.40814484,7747.082182,Pave,Pave,Reg,Low,AllPub,Inside,Gtl,Veenker,RRNn,RRAe,1Fam,1Story,5,7,1960.672645,2003.150664,Gable,CompShg,MetalSd,MetalSd,None,17.69344698,TA,TA,Wood,TA,TA,No,BLQ,308.8976725,Rec,226.8804387,268.6403826,980.9769242,GasA,Ex,Y,SBrkr,848.2901121,202.9684157,0,960.2388761,1,0,1,0,2,1,Fa,4,Min2,0,,CarPort,1954.802912,Fin,1,250.9730261,TA,TA,Y,85.48922726,0,68.77988814,4.514794237,142.0061318,0,,,,0,5,2010,WD,AdjLand,129209.4849
20,RL,67.70822353,8523.8626,Grvl,,Reg,HLS,AllPub,Inside,Gtl,CollgCr,Norm,Norm,Duplex,2Story,7,5,1999.198528,1999.016902,Gable,CompShg,VinylSd,MetalSd,BrkFace,108.3318016,Gd,TA,PConc,Gd,TA,Av,GLQ,206.1355994,Unf,43.96294987,1093.657615,1207.523038,GasA,Ex,Y,SBrkr,1636.522983,0,0,1626.676292,1,0,2,0,3,1,Gd,7,Typ,0,Ex,Attchd,2012.6188,RFn,2,598.2892667,TA,TA,Y,21.2269286,44.88995786,22.00175108,136.7255277,18.40652228,14.71593825,,,,0,5,2010,WD,Normal,163511.8555
60,RL,101.257163,15043.92872,Pave,,IR1,Low,AllPub,Corner,Gtl,CollgCr,Norm,RRNn,1Fam,2Story,7,5,1980.665061,1997.316497,Hip,WdShake,VinylSd,VinylSd,None,0,Gd,TA,PConc,,TA,No,Unf,0,Unf,0,951.1213295,1182.783491,GasA,Ex,Y,SBrkr,502.1553528,823.7185952,11.10074793,1000.836608,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2000.410637,Fin,2,428.5612715,,Ex,Y,0,0,57.33556588,0,44.38645614,8.06659267,,,,222.8036653,7,2007,New,Partial,155339.1598
30,RL,,31417.78815,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1908.456874,2023.474977,Gable,CompShg,Wd Sdng,Wd Sdng,None,61.3828743,TA,Gd,BrkTil,TA,TA,Av,Unf,0,Unf,0,680.3340379,676.5291771,GasA,Ex,Y,SBrkr,1518.05816,0,37.73694551,1194.82847,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2008.088632,,2,616.2495684,TA,TA,N,0,7.128559213,117.7573444,13.09865202,34.8897252,0,Ex,,,0,8,2007,WD,Normal,147768.7294
70,C (all),,10991.13814,Pave,,Reg,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,PosA,1Fam,SLvl,6,6,1966.889159,1945.393909,Gable,CompShg,AsbShng,HdBoard,BrkFace,487.2530581,TA,TA,CBlock,TA,TA,Gd,LwQ,230.32884,Rec,356.4353743,286.236623,831.8235038,GasA,Gd,Y,FuseA,1067.752275,273.4193318,0,1160.503295,0,1,1,0,3,1,Ex,7,Typ,1,Fa,Basment,1956.259805,RFn,2,309.7690729,TA,TA,Y,28.52401269,127.958472,32.85152873,9.485785325,259.7776296,0,Gd,,Gar2,257.8641719,1,2009,COD,Abnorml,117887.648
60,FV,41.15238757,2738.872736,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,2008.702281,1998.807319,Gable,Membran,VinylSd,VinylSd,BrkFace,41.15468775,TA,TA,PConc,Gd,,No,LwQ,0,Unf,122.7844539,1207.150494,900.5322762,GasA,Ex,Y,SBrkr,1168.386953,995.1673377,12.05679194,2247.216214,0,0,2,1,3,1,Gd,7,Typ,1,,Attchd,2012.591676,Fin,2,360.9254028,TA,Po,Y,233.2620802,78.29763685,12.23797302,0,0,0,,,,0,5,2007,WD,Normal,142994.856
85,RL,,3839.485712,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,RRAn,1Fam,SFoyer,6,6,1985.66836,1958.60774,Gable,CompShg,VinylSd,VinylSd,None,28.84555965,Gd,TA,Slab,Gd,TA,Av,GLQ,497.6798453,GLQ,0,489.2017371,1096.810175,GasA,Ex,Y,SBrkr,942.4647281,10.92544115,0,930.1598004,1,0,1,0,2,1,Gd,5,Typ,1,TA,Basment,2004.899194,RFn,2,461.1401707,TA,TA,Y,0,0,0,5.158750617,205.8020425,17.08562307,,MnPrv,,0,6,2007,WD,Normal,162182.4548
40,RL,,10005.06889,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1997.338692,1994.950247,Gable,CompShg,VinylSd,HdBoard,,76,Gd,TA,PConc,Gd,TA,Gd,GLQ,0,Unf,89.29168805,376.664998,713.3645525,GasA,Gd,Y,SBrkr,694.0552654,455.8056086,0,1016.870891,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2014.690983,RFn,2,536.1544472,TA,TA,Y,326.0233826,18.16240328,20.85247721,32.6787554,25.14017381,34.02261806,,MnPrv,,246.7227269,5,2007,ConLI,Normal,186969.5461
70,RL,72.22615907,12069.01092,Pave,,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Artery,Norm,1Fam,2.5Fin,6,7,1899.383063,1996.362356,Flat,CompShg,MetalSd,MetalSd,None,121.5753853,Fa,TA,BrkTil,Ex,TA,No,Unf,301.0641809,Unf,0,531.7559264,630.4173661,GasA,Fa,Y,SBrkr,1790.156581,909.332499,398.0098533,3027.853932,0,0,2,0,3,1,TA,11,Min1,1,Gd,Detchd,2011.147073,Fin,2,491.2882712,Gd,TA,Y,385.9925997,0,0,6.326459638,19.18395671,0,,,,83.16356935,9,2008,WD,Normal,218432.7359
80,RL,54.25887707,5115.42838,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958.614984,2002.667455,Gable,CompShg,HdBoard,HdBoard,None,63.35030567,TA,TA,CBlock,Gd,TA,,ALQ,124.7663815,Unf,102.6505421,76,613.0521515,GasA,Ex,N,SBrkr,1666.523146,308.566312,66.94550016,1532.182633,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,1980.211159,RFn,2,491.3501715,TA,TA,Y,217.9276289,0,46.57641586,14.37263175,49.3013245,1.638517022,,GdWo,,114.0107391,10,2009,WD,Normal,91058.5788
60,RL,89.78978427,1345.173474,Pave,,IR2,Lvl,AllPub,CulDSac,Mod,NoRidge,Norm,Norm,Twnhs,2Story,8,7,2008.157816,2002.520405,Gable,CompShg,VinylSd,VinylSd,Stone,334.6525223,Gd,TA,PConc,Fa,TA,No,GLQ,385.630996,Unf,25.78642735,578.9539282,1435.171329,GasA,Ex,Y,SBrkr,1323.530777,984.779397,7.671789059,2703.645244,0,0,2,1,4,1,Gd,9,Typ,1,,BuiltIn,2019.338067,Fin,3,714.9827808,Fa,Po,P,197.1602666,48.16173299,0,15.29435129,1.517705589,16.63299936,,,,82.91118174,4,2010,WD,Partial,264269.137
160,RH,59.62181668,13861.10999,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1934.527936,1985.04156,Gambrel,WdShngl,MetalSd,MetalSd,None,2.62233636,Gd,Po,BrkTil,Gd,TA,No,Unf,102.6788729,Unf,0,1452.549437,1241.763183,GasA,Ex,Y,SBrkr,1460.418264,717.894002,0,1881.023432,0,0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,1919.245511,Unf,1,311.5387404,TA,TA,Y,0,0.162094824,0,0,130.4294528,0,,MnPrv,,1.055016958,6,2009,WD,Normal,217310.9727
50,RL,38.809966,4759.609116,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,1.5Fin,5,7,1915.528628,1939.768636,Flat,CompShg,Stucco,Stucco,,72.24356143,TA,TA,PConc,Fa,TA,No,Unf,119.9564336,Unf,0,591.5545673,577.6123051,GasW,Gd,Y,SBrkr,987.3969982,271.22501,0,1870.425356,0,1,1,1,3,1,Fa,7,Typ,0,,Detchd,1971.736966,Unf,1,177.2549219,Gd,TA,P,262.702372,0,93.66608214,0,0,0,Ex,,,0,7,2006,WD,Normal,164368.237
80,RL,88.30167844,10186.76861,Pave,,Reg,Lvl,NoSeWa,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1956.59522,1966.743597,Gable,ClyTile,HdBoard,HdBoard,BrkFace,24.01043242,TA,TA,CBlock,TA,TA,Av,GLQ,635.1221539,BLQ,90.55517925,698.095286,1044.773373,GasA,Po,Y,SBrkr,1111.925604,308.2128855,0,662.6588361,1,0,1,0,3,1,TA,6,Sev,0,,CarPort,1988.335603,Unf,2,561.7669146,TA,TA,Y,66.02447298,0,0,4.290718105,0,0,,MnPrv,,202.3228734,6,2010,WD,Normal,135561.5262
20,RL,,9917.390959,Pave,Grvl,IR1,Lvl,AllPub,Corner,Sev,Sawyer,Norm,Norm,1Fam,1Story,5,5,1942.227145,1955.762843,Gable,CompShg,Plywood,Plywood,None,161.3429763,TA,TA,PConc,TA,TA,No,Unf,300.4075985,Unf,53.9743785,1373.004086,946.0734499,GasA,TA,Y,FuseF,947.6615151,0,0,590.1193355,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1967.959206,Unf,1,197.8661489,TA,,Y,353.6492898,0,0,0,0,0,Gd,,,3.452707691,5,2007,WD,Family,158846.6815
120,RM,,8425.593179,Grvl,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,6,5,1996.677644,2016.293629,Gable,CompShg,VinylSd,Stone,BrkFace,193.9668614,Gd,TA,PConc,Gd,TA,Av,GLQ,676.4361814,Unf,0,189.4583482,709.1335104,GasW,Ex,N,SBrkr,984.6438821,368.9091993,34.29681666,549.0293887,1,0,1,0,1,1,Gd,4,Typ,0,,BuiltIn,1999.500192,Fin,2,369.4209998,TA,TA,Y,193.4766694,7.546394694,3.319562493,9.939275283,0,1.067635164,,,Othr,0,6,2009,ConLw,Normal,169510.6113
20,RL,77.12199259,2131.93155,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007.860665,2002.443879,Gable,Metal,VinylSd,VinylSd,BrkFace,178.8816453,Gd,TA,PConc,Gd,TA,Av,Unf,113.9558846,LwQ,0,1492.590292,1151.723953,GasA,Po,Y,FuseF,1598.049352,0,23.32009829,1449.056398,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,1994.72768,RFn,2,905.5615367,TA,TA,N,144.542242,53.71314792,22.53740725,25.50923358,0,0,,,,0,11,2007,WD,Normal,207130.3647
70,RL,92.03570988,10731.11358,Pave,,Reg,Bnk,AllPub,CulDSac,Gtl,Crawfor,Norm,Feedr,1Fam,2Story,7,7,1937.849909,1949.81885,Gable,CompShg,MetalSd,MetalSd,BrkCmn,32.3518082,TA,TA,CBlock,TA,TA,No,Rec,361.038426,Unf,0,36.14306118,90.34720973,GasA,Ex,Y,SBrkr,672.4355745,832.7098877,0,2180.21798,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1923.864266,Unf,1,361.4191347,TA,TA,Y,52.06259326,0,0,1.707411209,0,7.109856827,,,Othr,0,7,2009,WD,Normal,224828.8507
60,FV,102.2753429,15999.24619,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,10,5,1985.293187,2007.561893,Gable,CompShg,VinylSd,VinylSd,Stone,162.0412066,TA,TA,PConc,Ex,TA,Av,Rec,626.8845316,Unf,8.233978464,172.0139474,1146.877182,GasA,Po,Y,SBrkr,860.9967932,959.3166937,0,2014.641044,1,0,2,1,3,1,Gd,10,Typ,1,Ex,Attchd,2010.202869,Fin,3,821.6479115,TA,TA,Y,193.2074636,52,0,0,0,15.65125968,,,,0,4,2009,WD,Abnorml,385846.8161
60,RL,74.13755598,9074.122233,Pave,,Reg,HLS,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1951.92822,1971.089661,Shed,CompShg,HdBoard,VinylSd,BrkFace,189.3066491,TA,TA,Stone,TA,TA,No,BLQ,321.1715508,Unf,0,223.1469585,361.6901545,GasA,TA,Y,,596.2111044,523.2722317,2.4417394,1607.847394,0,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1964.577916,RFn,2,444.6174821,Fa,,Y,206.6205132,96.23744456,0,22.06044933,30.99367943,0,Ex,,,196.2342412,7,2006,WD,Normal,141156.9701
30,C (all),43.84152745,7590.25446,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,3,4,1910.177076,1960.024112,Mansard,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Wood,Fa,Fa,No,Unf,0,Unf,0,887.5826725,1082.162049,GasA,Fa,N,SBrkr,944.9777746,7.220064051,0,880.120001,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1909.122622,Unf,1,163.6908991,TA,Fa,P,0,113.9112131,100.3886422,7.814617349,5.652650503,0,Ex,,,0,5,2006,WD,Normal,115260.2598
20,RL,40.2707068,15248.29198,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Twnhs,1Story,5,5,1968.889298,1956.18635,Hip,Metal,HdBoard,AsbShng,BrkFace,97.50171536,Gd,TA,CBlock,TA,TA,Av,BLQ,1190.784439,Unf,0,36,1123.967877,GasA,Fa,Y,SBrkr,1194.77908,31.84093216,10.88511907,1138.107808,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1957.03266,RFn,1,236.6287386,TA,TA,Y,327.1252887,0,0,27.43512485,28.03706818,12.64450498,,GdWo,,0,11,2006,ConLw,AdjLand,214210.0443
60,C (all),58.23108575,12780.82508,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,RRAn,1Fam,2.5Unf,7,5,2027.25422,2006.677689,Gable,CompShg,VinylSd,VinylSd,None,113.672884,TA,TA,PConc,Gd,Gd,Av,Unf,688.3741035,Unf,0,18.89225894,758.0477918,GasA,Ex,Y,SBrkr,684.7611072,949.5294675,6.168841913,1763.532735,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2016.828587,RFn,2,350.3979767,TA,TA,Y,95.93696938,13.43586038,7.958051428,0,0,12.67972365,,,,0,9,2006,New,Partial,161498.5276
60,RL,55.55242298,1468.34154,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1987.322239,2015.84519,Gable,CompShg,CemntBd,VinylSd,BrkFace,16,TA,TA,PConc,Gd,TA,Av,Unf,0,GLQ,173.8496736,1353.922049,650.169088,GasA,Ex,Y,SBrkr,1207.039169,832.4455577,0,1819.177689,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.734491,Fin,2,440.3976244,TA,TA,Y,10.69221479,74.56879595,22.18790424,27.9259995,29.60570804,22.76152372,,MnWw,,359.2568045,6,2009,WD,Normal,158497.4063
120,RM,,30.64401835,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,RRAe,TwnhsE,1Story,6,5,2004.948429,2005.737823,Hip,CompShg,ImStucc,VinylSd,BrkFace,291.2772653,Gd,Fa,PConc,Gd,TA,Av,GLQ,1005.256807,Unf,23.44997234,14.32509344,871.2999628,GasA,TA,Y,SBrkr,610.2455695,0,0,678.1035211,1,0,1,0,1,1,Gd,3,Typ,1,Gd,BuiltIn,1998.016742,,2,602.1484607,TA,TA,Y,199.2801094,8.363954197,7.720225157,0,0,14.37562208,,GdPrv,,0,1,2008,WD,Normal,195678.4377
